,temperature_mean,max_temperature_mean,min_temperature_mean,precipitation_mean,rain_mean,snow_mean,precipitation_hours_mean,wind_speed_mean,wind_gusts_mean,shortwave_radiation_mean
29/6,16.564914475000002,20.690487524999998,11.960487500000001,1.6324999887499998,1.6324999887499998,0.0,3.25,19.12931885,39.55499935,19.53675
30/6,16.790644012500003,20.8992375,12.2504875,1.907500036,1.907500036,0.0,3.825,18.550749175,38.04299842499999,19.406000000000002
1/7,16.652831325,20.614237499999998,12.341737525,1.6424999825,1.6424999825,0.0,4.15,20.048967775,42.074998775,19.077499999999997
2/7,16.609706075,20.5567375,12.300487525,1.54250000625,1.54250000625,0.0,3.375,17.70082235,36.278999250000005,18.57625
3/7,16.710956650000004,20.690487525,12.324237499999999,1.9149999774999997,1.9149999774999997,0.0,3.95,17.449629675,36.881999125,19.49625
4/7,17.0899668,21.260487525,12.3017375,1.5699999935,1.5699999935,0.0,3.375,18.703888424999995,38.600998875,19.826249999999998
5/7,17.3553836,21.446737525,13.117987500000002,2.7225000825,2.7225000825,0.0,4.375,18.49202065,38.150999375000005,19.3825
6/7,17.16652915,21.189237525,12.795487524999999,1.480000025,1.480000025,0.0,3.15,17.911730069999997,37.3319993125,19.119999999999997
7/7,17.092518899999998,20.974237499999997,12.8717375,2.9350000475,2.9350000475,0.0,4.25,17.3822047875,36.737999025,18.376749999999998
8/7,17.269966875,21.275487499999997,13.047987549999998,1.93750003625,1.93750003625,0.0,3.8,17.641082457499998,36.098999275,17.2935
9/7,17.072622825000003,20.996737500000002,13.104237500000002,1.8699999185000002,1.8699999185000002,0.0,3.475,19.7055189875,40.040999049999996,16.94275
10/7,17.088872625,21.1242375,12.840487525,1.01750001625,1.01750001625,0.0,3.25,19.373404825,39.896999300000004,18.86525
11/7,17.28642505,21.4379875,12.9917375,1.405,1.405,0.0,3.2,19.09330675,39.041999350000005,19.487000000000002
12/7,17.12928975,21.149237525,12.95673755,0.9324999795,0.9324999795,0.0,2.45,18.547394175,38.330999075,17.8615
13/7,17.233299762500003,21.271737525,13.020487524999998,1.89,1.89,0.0,4.15,17.74476261,37.77299967500001,17.552249999999997
14/7,17.425799675,21.1617375,13.4592375,1.667499995,1.667499995,0.0,4.15,18.486923400000002,38.285999275,16.930500000000002
15/7,17.750956425000002,21.839237500000003,13.372987500000002,0.9574999887500001,0.9574999887500001,0.0,2.725,18.168875875,37.4939993,17.8355
16/7,17.7649666,21.716737525000003,13.6842375,1.8375000535,1.8375000535,0.0,3.325,17.7427440125,36.053998975,17.4195
17/7,17.485435625,21.4829875,13.4067375,1.905000015,1.905000015,0.0,3.75,18.967292725,38.843999175,18.3825
18/7,17.5624145,21.6667375,13.384237524999998,1.1825000175,1.1825000175,0.0,2.775,18.6339717,38.393999175,18.25675
19/7,17.850696,22.227987525000003,13.286737525000001,1.694999971,1.694999971,0.0,3.15,18.736783125,38.42999927499999,18.64725
20/7,17.855383350000004,21.962987499999997,13.6579875,2.3024999535,2.3024999535,0.0,3.225,18.058097025000002,38.366999075,17.692249999999998
21/7,17.7916333,21.939237525,13.401737524999998,1.177499965,1.177499965,0.0,2.45,18.069117775000002,37.529999575,18.52825
22/7,17.818300062499997,21.875487525,13.334237525,1.6225000285,1.6225000285,0.0,2.675,17.605344205,37.187999274999996,17.9675
23/7,18.148300074999998,22.40298755,13.882987500000002,1.20000001125,1.20000001125,0.0,3.2,17.1910447375,36.584998925,18.36925
24/7,17.8827789875,21.974237499999997,13.512987500000003,1.6924999360000001,1.6924999360000001,0.0,3.125,17.733549149999998,36.593999049999994,18.915000000000003
25/7,18.153195862500002,22.5767375,13.404237499999999,1.0825000025,1.0825000025,0.0,1.8,17.786347024999998,36.656999125000006,18.5765
26/7,18.076373262500002,21.804237525,13.847987525000002,1.69499997975,1.69499997975,0.0,2.825,17.617369425,36.548998975,15.1955
27/7,18.1454877625,22.056737525,14.180487499999998,2.7699999787499996,2.7699999787499996,0.0,4.0,18.201445432499998,37.5119991375,15.78025
28/7,18.07371655,22.1229875,13.770487499999998,1.3674999799999998,1.3674999799999998,0.0,3.025,18.862463150000004,39.10499955,16.884500000000003
29/7,18.18751905,22.186737525,13.982987500000002,2.8399999925,2.8399999925,0.0,4.35,20.056109650000003,40.86899935,17.6675
30/7,17.919549962500003,21.8242375,13.8817375,1.9474999875,1.9474999875,0.0,3.575,18.5928363875,38.573999150000006,17.81525
31/7,17.922675024999997,21.932987500000003,13.756737525,2.1050000675,2.1050000675,0.0,3.575,17.166084044999998,35.999999450000004,16.3935
1/8,17.7421543125,21.865487525000002,13.129237499999999,1.42249998475,1.42249998475,0.0,3.15,17.08532841,35.46899942500001,16.92625
2/8,17.789289524999997,21.7529875,13.484237525000001,1.55000005875,1.55000005875,0.0,2.975,17.871979099999997,37.925999000000004,16.832
3/8,18.102727199999997,22.204237499999998,13.746737525,1.7099999734999998,1.7099999734999998,0.0,2.975,18.63643373,38.357998975,17.50525
4/8,17.78152925,21.695487524999997,13.651737500000001,1.91749999,1.91749999,0.0,3.525,18.533857475,38.07899935,16.816
5/8,17.870904525,21.960487524999998,13.616737525,1.3849999675000002,1.3849999675000002,0.0,3.275,17.4060595125,36.998999325,17.70375
6/8,18.023820725,22.37173755,13.4967375,2.06000001725,2.06000001725,0.0,2.775,17.69365706,36.611999175,17.16075
7/8,17.726529275,21.60798755,13.730487549999998,2.4125001149999994,2.4125001149999994,0.0,3.975,17.033339675,35.765999224999995,15.98725
8/8,17.599914599999998,21.56923755,13.385487524999998,2.23749989975,2.23749989975,0.0,2.95,16.18984806,33.677999225,16.234
9/8,17.617519074999997,21.472987525,13.759237525,3.302499975000001,3.302499975000001,0.0,4.55,18.06275032,37.37699925,15.535000000000002
10/8,17.483612450000003,21.417987500000002,13.505487525000001,2.2050000525,2.2050000525,0.0,3.95,19.588727055,39.626999075,14.993500000000001
11/8,17.355383174999996,21.407987525,13.2354875,1.31749997,1.31749997,0.0,2.5,18.385549925,37.70099954999999,15.113
12/8,17.3688727,21.182987500000003,13.6092375,1.9175000725,1.9175000725,0.0,3.475,19.3567903,40.03199895,15.691249999999997
13/8,17.0711647,21.037987575,13.067987525000001,2.880000061,2.880000061,0.0,3.9,18.901423125,39.29399925,14.8225
14/8,17.451633175,21.55798755,13.2379875,1.7924999847499996,1.7924999847499996,0.0,3.375,17.81381925,36.96299875,15.734249999999998
15/8,17.7124143625,22.000487525,13.384237500000001,1.3050000499999999,1.3050000499999999,0.0,2.125,18.44814856,38.600998825,17.305
16/8,17.12835205,21.145487550000002,12.932987524999998,1.1824999775,1.1824999775,0.0,2.55,18.1697801875,38.4029994125,16.24525
17/8,17.14293545,21.227987525,12.797987525,1.0000000024999998,1.0000000024999998,0.0,2.35,18.137569225,38.438998825,15.2595
18/8,17.322623175,21.3567375,13.1067375,1.9549999925000001,1.9549999925000001,0.0,3.925,17.4030353,37.48499875,14.7075
19/8,17.421893675,21.560487525,13.341737499999999,1.9600000525000003,1.9600000525000003,0.0,3.625,19.2898976375,40.553999175,15.6905
20/8,17.2574668375,21.186737525,13.254237524999999,1.1499999975,1.1499999975,0.0,2.625,19.217422825,39.41999905,14.942749999999998
21/8,17.334758425,21.45673755,13.040487525,0.8375000050000001,0.8375000050000001,0.0,2.15,18.11250505,37.331999350000004,15.695999999999998
22/8,17.1984563,21.099237499999997,13.192987550000002,2.38500014,2.38500014,0.0,4.125,17.719898025,36.42299955,13.379250000000003
23/8,16.9247582625,20.781737500000002,13.071737500000001,2.9974997995,2.9974997995,0.0,3.95,17.68224084,37.493999275,13.70325
24/8,16.670643899999998,20.4554875,13.006737499999996,2.75500001725,2.75500001725,0.0,4.95,19.45120645,39.986999374999996,13.011000000000001
25/8,16.71871685,20.7429875,12.711737525,3.9325000875000002,3.9325000875000002,0.0,4.275,18.5171749375,38.042998999999995,13.435749999999999
26/8,16.76512295,20.39923755,13.239237524999998,2.37500012875,2.37500012875,0.0,3.95,18.92035769,39.2759986,12.508750000000001
27/8,16.378976950000002,20.182987500000003,12.477987525,0.8474999674999999,0.8474999674999999,0.0,1.95,18.842061675,39.005999125,13.672
28/8,16.032362499999998,20.0142375,11.902987525,0.6200000099999999,0.6200000099999999,0.0,1.85,17.309616237500002,36.3599995,14.512500000000003
29/8,16.013456225,20.0029875,12.0692375,0.8975000012500001,0.8975000012500001,0.0,2.15,18.384726037500002,38.060998975000004,13.397749999999998
30/8,16.0700189,19.7804875,12.297987525,1.0275000049999998,1.0275000049999998,0.0,1.8,18.47200749,38.3849991,13.044749999999999
31/8,15.6963209,19.664237500000002,11.8142375,1.7149999762500001,1.7149999762500001,0.0,2.575,17.90212373,37.052999425,13.483
1/9,15.761737662500002,19.692987499999997,11.842987500000001,1.0350000025,1.0350000025,0.0,2.1,16.8721555625,35.783999200000004,12.67375
2/9,15.912050474999997,20.039237500000002,11.6104875,1.35999998125,1.35999998125,0.0,2.575,17.8263236625,37.817999425,12.939250000000001
3/9,15.995018775,19.939237525000003,12.069237525000002,0.7850000125,0.7850000125,0.0,2.275,19.651555055,40.319999275,13.631499999999999
4/9,15.572102150000001,19.566737525,11.472987499999999,1.21249996375,1.21249996375,0.0,2.5,18.0576865,37.412999325,13.158750000000001
5/9,15.709185537500002,19.6867375,11.6317375,1.71499994875,1.71499994875,0.0,2.775,17.6261411,36.76499945,12.36625
6/9,15.433925275000002,19.247987575000003,11.536737500000001,1.42999996,1.42999996,0.0,3.05,18.8632011675,38.672999025,12.508000000000001
7/9,15.405174975,19.6304875,11.281737525,0.8249999835,0.8249999835,0.0,1.825,18.574548175,38.168999075,12.952249999999998
8/9,15.23975845,19.107987525,11.4042375,0.8825000199999999,0.8825000199999999,0.0,2.3,17.7624444,36.998999325,11.8925
9/9,15.338560050000002,19.1542375,11.5879875,1.10249998625,1.10249998625,0.0,2.45,19.16396465,39.194998725,11.855500000000001
10/9,15.416372437499998,19.427987525,11.415487500000001,1.2549999835,1.2549999835,0.0,2.8,19.982747462499997,41.219999375,11.648500000000002
11/9,15.479602224999999,19.1654875,11.686737499999998,0.83000001,0.83000001,0.0,2.325,20.8165523875,41.3819992,11.338
12/9,15.180279175,18.88298755,11.380487525000001,1.530000015,1.530000015,0.0,2.85,21.1087785875,43.0649994,11.38575
13/9,14.433351949999999,18.2854875,10.576737525000002,1.8600000625,1.8600000625,0.0,3.1,19.217949925,39.9779994,11.7785
14/9,14.532102125,18.2254875,10.899237525,1.487500025,1.487500025,0.0,3.2,20.9671360125,42.578999274999994,10.361
15/9,14.463039525,18.269237500000003,10.8142374925,2.1224999949999996,2.1224999949999996,0.0,4.075,19.6428282025,39.482998824999996,10.221
16/9,14.356997949999998,17.8167375,10.99173749,1.8149999712500002,1.8149999712500002,0.0,3.375,20.435909062500002,40.625998949999996,10.085249999999998
17/9,14.518456675000001,18.0504875,10.999237525,0.8500000099999999,0.8500000099999999,0.0,2.2,19.544335275,39.518999199999996,10.457249999999998
18/9,14.454966325000001,18.06798755,10.86798749,1.7600000475000002,1.7600000475000002,0.0,2.925,19.600201164999998,39.842999275,10.326249999999998
19/9,14.502153949999999,17.925487500000003,11.1992375,2.67750011625,2.67750011625,0.0,4.25,19.3411912,39.860998925000004,9.49775
20/9,14.679914525000001,18.182987500000003,11.1679875,1.3700000275000002,1.3700000275000002,0.0,2.925,19.6859950375,40.2569988,9.8355
21/9,14.5454874625,18.454237499999998,10.6617375,1.1924999674999999,1.1924999674999999,0.0,2.175,20.81083039,42.938999175,10.52125
22/9,14.087258174999999,17.794237525,10.371737525,2.08500003125,2.08500003125,0.0,3.6,18.0847481625,37.73699885,9.826249999999998
23/9,13.785487312499999,17.4667375,10.281737525,2.145000005,2.145000005,0.0,3.075,20.0213435625,40.62599887500001,9.79925
24/9,13.781216825000001,17.341737525,10.2529874925,2.1800000425,2.1800000425,0.0,3.725,20.1035274475,41.336998325,9.575
25/9,13.507675375000002,17.164237500000002,9.8779875,1.88000014625,1.88000014625,0.0,3.525,16.712165962500002,34.154998899999995,9.73675
26/9,13.836425225,17.450487525,10.35548749,1.92999998625,1.92999998625,0.0,3.725,17.945692125,37.538998775,9.27925
27/9,13.915904287500002,17.395487525,10.465487525,2.1400000175000002,2.1400000175000002,0.0,3.175,18.07555872,37.84499875,8.64175
28/9,13.957675,17.6042375,10.2192375,1.3625000175,1.3625000175,0.0,2.65,19.035664865,38.744998775,9.45425
29/9,13.766112750000001,17.324237500000002,10.005487490000002,2.16749998375,2.16749998375,0.0,4.3,18.3128029,37.38599885,8.85425
30/9,13.7055393375,17.19173755,10.167987514999998,2.0024999799999996,2.0024999799999996,0.0,3.975,17.840013149999997,37.277999124999994,8.37425
1/10,13.72981015,16.932987500000003,10.5154875,1.8824999875,1.8824999875,0.0,3.8,20.5817117,40.805999,8.32225
2/10,13.172466600000002,16.612987499999996,9.749237500000001,2.18250003125,2.18250003125,0.0,3.05,19.4298071125,39.833999150000004,8.67425
3/10,12.890279412500002,16.174237525000002,9.472987499999999,1.36749996875,1.36749996875,0.0,3.525,20.8439302,41.6879988125,7.6129999999999995
4/10,12.5815814575,15.951737500000002,9.091737499999999,1.527499925,1.527499925,0.0,3.55,22.353847324999997,44.57699905,8.88875
5/10,12.414237505,15.7829875,9.134237500000001,1.97500000875,1.97500000875,0.0,3.9,21.264902799999998,42.36299877500001,7.61425
6/10,12.39329996,15.431737499999997,9.290487525,2.7899999424999997,2.7899999424999997,0.0,4.65,23.587252475000003,47.132999025,7.401999999999999
7/10,12.072153975,15.074237525000001,8.999237525000002,2.56999999375,2.56999999375,0.0,3.5,23.3865291925,46.898999100000005,6.750249999999999
8/10,12.2036124,15.381737525,8.967987525,1.3775,1.3775,0.0,2.75,20.70861464,41.6609993625,7.05625
9/10,12.521998037500001,15.620487550000002,9.466737525,2.77249987,2.77249987,0.0,3.45,21.9516683625,44.630999200000005,7.32975
10/10,12.392414607500001,15.706737525,9.1379875,1.9374999425,1.9374999425,0.0,2.3,21.2226871625,42.9209991,7.63775
11/10,12.228143812499999,15.4342375,9.107987525,2.157499966,2.157499966,0.0,4.05,21.1355060625,41.867999325,7.05325
12/10,11.928456299999999,15.255487500000001,8.72173755,1.7624999909999999,1.7624999909999999,0.0,3.125,19.26895618,38.645998999999996,6.919499999999999
13/10,11.898977225,15.351737524999999,8.7192375,2.0424999925000002,2.0424999925000002,0.0,3.05,18.746964997499997,37.8719994,7.02475
14/10,11.349601995,14.6579875,8.017987524999999,1.4324999950000001,1.4324999950000001,0.0,3.2,18.031111945,36.728999312499994,6.39175
15/10,11.13668547,14.392987499999998,7.895487525,2.472499985,2.472499985,0.0,3.75,19.12610163,39.284999525,6.41575
16/10,11.1969458875,14.389237525000002,8.1479875,1.5900000335000002,1.5900000335000002,0.0,2.875,22.735582675,45.197998925,6.505750000000001
17/10,10.9064773425,14.005487500000001,7.8254875424999994,1.20750010475,1.20750010475,0.0,2.35,21.097536150000003,42.30899915,6.947
18/10,10.947154317499999,14.031737499999997,7.892987525,1.4949999860000003,1.4949999860000003,0.0,3.25,20.4021708375,41.363998975,6.742250000000001
19/10,10.694185145,13.9592375,7.436737514999999,1.6425000075,1.6425000075,0.0,3.5,20.640708524999997,42.0929989,6.565250000000001
20/10,10.487883192500002,13.415487525,7.506737525,3.1325000800000007,3.1325000800000007,0.0,4.5,22.0161794,44.324998799999996,5.573
21/10,10.3739771275,13.427987525,7.2554874925,2.4100000035,2.4100000035,0.0,4.95,22.440166665,45.5489987,6.011750000000001
22/10,10.71048768,13.767987499999998,7.784237514999999,2.1899999887500003,2.1899999887500003,0.0,3.625,21.15181895,42.947998975,5.59725
23/10,10.544497955,13.721737524999998,7.2454875,1.345000035,1.345000035,0.0,3.175,21.3233656,43.766999325,6.26675
24/10,10.6518938875,13.704237525000002,7.372987524999999,2.6525000074999996,2.6525000074999996,0.0,4.35,22.6527732625,45.413999125,5.37425
25/10,10.48257088,13.5104875,7.3442374925,1.07749994875,1.07749994875,0.0,2.55,23.78100065,47.771998999999994,5.80175
26/10,10.42585226,13.467987500000001,7.262987492500001,1.3349999525,1.3349999525,0.0,3.15,21.962993425,44.261998812499996,5.186249999999999
27/10,10.559602107500002,13.524237489999999,7.3629875,1.5750000199999996,1.5750000199999996,0.0,3.0,22.715292299999998,46.178998775000004,5.557
28/10,10.3497582875,13.2929875,7.0754874999999995,2.1425000235,2.1400000285,0.0017500000000000003,3.55,22.8955261875,45.07199865,5.4487499999999995
29/10,9.640904469999999,12.605487499999999,6.694237492499999,1.5150000922500002,1.5125000935,0.0017500000000000003,2.725,21.8532655125,43.055999,5.53625
30/10,9.773247945,12.8304875,6.896737490000001,1.6299999975,1.6299999975,0.0,2.45,21.106132125,42.8759992,4.9895000000000005
31/10,9.951633247500002,12.97798755,7.079237492499999,1.69499991,1.69499991,0.0,2.8,19.7472460725,39.23999905,4.880249999999999
1/11,9.746060467500001,12.594237525,6.871737525,1.9774999784999998,1.9774999784999998,0.0,3.3,20.901118524999998,42.218998799999994,4.4425
2/11,9.2909046875,12.15798755,6.2267375000000005,2.33250003375,2.33250003375,0.0,3.325,20.95133927,42.1379990125,4.5017499999999995
3/11,9.0672064775,12.029237499999999,6.205487472500001,1.079999985,1.079999985,0.0,2.475,21.30039015,43.66799902499999,4.912
4/11,8.5401751375,11.426737525,5.4754874749999995,2.34999995,2.34999995,0.0,3.375,18.8777568325,37.7999993625,4.825
5/11,8.3182478225,11.207987525000002,5.2767375,1.36999999875,1.36999999875,0.0,2.65,21.319659469999998,42.866999199999995,4.4465
6/11,8.174497890000001,11.12923755,5.16548750025,1.9650000012500002,1.9650000012500002,0.0,3.05,20.1844246225,39.815999,4.2625
7/11,8.616945617499999,11.261737499999999,5.866737500000001,1.6249999849999999,1.597499995,0.01925,2.725,21.22310665,42.29999915,3.9589999999999996
8/11,8.624445914999999,11.442987500000001,5.7742375,2.7350000685,2.7325000585,0.0017500000000000003,4.9,22.8578921375,46.9349985,3.59
9/11,8.314862524999999,10.857987525,5.59173750025,2.4700000525,2.4700000525,0.0,4.475,22.339754257499997,44.540998475,3.9555000000000007
10/11,8.4323105325,11.0792375,5.3917375,2.04250004975,2.03500004975,0.005250000249999999,4.125,21.8253711075,43.118999099999996,3.9647499999999996
11/11,8.716737492499998,11.4417375,5.5704875000000005,2.2350000275,2.2350000275,0.0,3.975,22.981169925,45.980998775,3.64975
12/11,8.3179355135,10.880487525,5.4942375,2.51249996625,2.51249996625,0.0,4.275,22.194905225,44.13599885000001,3.7314999999999996
13/11,7.292570681449999,10.261737499999999,4.6217375,1.6750001224999997,1.6750001224999997,0.0,2.875,20.845920795,40.9949988,4.15175
14/11,7.3838208125,10.37798749,4.3942375,2.762500085,2.7600000899999997,0.0017500000000000003,4.425,22.163787175,42.848999000000006,3.5069999999999992
15/11,7.5483520325,10.281737525,4.837987525,1.0325000012499999,1.0325000012499999,0.0,2.0,18.7136941925,36.467999299999995,3.562
16/11,7.587362495000001,10.007987500000002,4.7592374925000005,1.5075000575000002,1.5075000575000002,0.0,3.25,19.242531947499998,37.196999,3.2395000000000005
17/11,7.002414450000001,9.597987499999999,4.5354874899999995,1.7999999625,1.7999999625,0.0,3.775,21.5628373125,41.73299865,3.2155
18/11,6.995383486,9.526737489999999,4.3267374924999995,2.05749998375,2.0349999812500004,0.01575,3.35,21.946234275000002,43.172998725,3.2642499999999997
19/11,6.4599666485,9.029237489999998,3.5854875,2.247500011,2.070000011,0.13474999999999998,3.55,21.4372862375,42.0479992,3.3155
20/11,6.5508520725,8.88923748,3.9854875,2.0999999750000002,2.0749999674999997,0.019250000500000003,4.2,22.771037825,44.7929989,2.94475
21/11,6.2546020375,8.7779875075,3.6479874999999993,2.2575000110000003,2.247500011,0.010500000249999999,4.05,22.37675055,43.68599855,2.8135
22/11,6.79298756725,9.261737489999998,4.317987499999999,1.759999975,1.759999975,0.0,3.775,20.870060362500002,41.696998725,2.945
23/11,6.19340420375,8.957987499999998,3.3304875000000003,3.167500105,3.1100001025,0.04025000250000001,3.725,21.4820408,42.7859988125,3.0244999999999997
24/11,6.491945795000001,9.162987525,3.4604874905000003,1.7349999744999998,1.7274999659999999,0.00525,3.025,22.35529875,43.33499905,2.7305
25/11,6.829081329249999,9.177987515000002,4.3904875,2.0224999675,2.0224999675,0.0,3.575,23.1195834625,46.0169995375,2.95575
26/11,6.1783520575,8.6829875,3.6579874999999995,1.6900000800000001,1.6900000800000001,0.0,3.025,21.292736124999998,42.092998675000004,3.00225
27/11,6.2652791575,8.945487525,3.5017375,1.872499985,1.8699999849999998,0.0017500000000000003,3.95,21.597542627499998,41.651999,2.6427500000000004
28/11,6.0087166105000005,8.5704875,3.4804874900000002,1.2800000025,1.2800000025,0.0,2.85,20.8468331175,40.472998862500006,2.992
29/11,5.8479354335,8.4567375,3.1517375000000003,2.224999995,2.224999995,0.0,3.65,21.263878424999998,41.4719989,2.8579999999999997
30/11,5.9441855185,8.655487500000001,2.8392374900000004,1.459999975,1.3774999649999997,0.06475,3.2,20.722860474999997,40.3289992375,2.74125
1/12,5.97772715985,8.412987525,3.5554874925,1.37000001475,1.30000000975,0.06825,3.2,21.41228995,40.895999274999994,2.37
2/12,5.8638208265000005,8.114237489999999,3.6417375,1.5174999884999998,1.3375000035,0.13474999999999998,3.675,20.514077549999996,40.44599925,2.6424999999999996
3/12,5.8289249629999995,8.275487515,3.37923749,1.33249997375,1.33249997375,0.0,2.75,23.190878107499998,45.71999855,2.43975
4/12,5.719602117499999,8.292987489999998,3.1017375,1.2124999610000002,1.1949999685,0.01225,2.9,22.5409673,44.432999075,2.59225
5/12,5.748195749,8.367987500000002,3.10173749,2.2099999725000004,2.11999997,0.06649999749999999,3.8,22.709500662499998,44.78399937499999,2.6495
6/12,5.2725708908,7.680487500000001,2.6217374999999996,1.4025000284999998,1.3150000339999999,0.0735000125,2.8,21.87586495,42.77699885,2.6077500000000002
7/12,5.31189371425,8.067987550000002,2.4729875,1.7400000499999997,1.7075000499999997,0.028000000000000004,2.825,22.736697550000002,45.3869993,2.5315
8/12,5.376841756325,7.9617375,2.6504874999999997,2.52499999,2.31249999,0.1487499975,4.1,23.354378562500003,46.097998825000005,2.25075
9/12,4.73288324715,7.377987500000001,2.12923750025,1.2999999825000002,1.2474999925000003,0.04025,2.225,21.600339787499998,42.290999175,2.9059999999999997
10/12,4.46204990975,7.055487500000001,1.5242375000000001,1.8475000099999999,1.5325000100000001,0.22049995,2.825,21.44061535,41.903999075,2.5065
11/12,4.55340424475,7.120487525,1.8692374999999999,1.7050000624999995,1.37250004,0.24149999025,3.025,20.068066675,38.348999500000005,2.30975
12/12,4.6966332755,7.590487515000001,1.5604875002499998,1.9350000100000002,1.920000015,0.010499999999999999,3.775,22.153802000000002,43.505999075,2.187
13/12,5.242049983075,7.8792374899999995,2.3342375,2.5524999375,2.2874999325,0.18549999,3.825,23.5114171125,46.403998725,2.12925
14/12,4.97736261175,7.3067374925,2.6129875,1.3200000285,1.3125000385,0.005250000249999999,2.2,23.054909125000002,44.729999275,2.53475
15/12,5.239706276,7.5567375,2.8354874925,1.87500005875,1.87500005875,0.0,3.45,22.940590775,44.945999074999996,2.088
16/12,4.9734040977500005,7.36673749,2.50173749,1.95000008,1.8725000725,0.061249999750000006,3.95,20.6496516375,41.084998975,2.1945
17/12,4.980174987500001,7.431737525,2.4804874900000002,2.21749995375,2.13999995625,0.063,4.35,22.020297900000003,42.344998987500006,2.05075
18/12,5.15413326875,7.445487499999999,2.6979874925000003,2.5375000775,2.3150000875,0.1714999975,3.8,23.069805824999996,46.709999125,2.15775
19/12,4.8433000562499995,7.217987525000001,2.0854875175000003,1.8925000775,1.8775000775000001,0.010499999999999999,3.925,22.7183864625,44.972999325,2.302
20/12,4.86314381225,7.109237500000001,2.4042374725,2.8699999499999995,2.57999994485,0.21175000500000002,4.6,23.367420700000004,46.115999024999994,2.1277500000000003
21/12,5.551321004499999,7.589237525,3.4629874924999995,1.59250002125,1.3724999965,0.15575000275,3.425,22.970579975,43.748998825,1.8770000000000002
22/12,5.794133360999999,7.935487524999999,3.2567374924999997,2.29499998125,2.27749998125,0.0192499995,3.225,23.0672290875,44.252998874999996,2.22525
23/12,5.813664579,8.237987525,3.35923751,1.7724999975,1.7724999975,0.0017500000000000003,2.85,23.8684528,46.511999025,2.091
24/12,6.143925154250001,8.2379874925,3.6842374999999996,2.7750000712499996,2.7700000709999997,0.00525,4.25,26.0257731375,51.146998374999995,2.02875
25/12,5.5325708495,7.851737500000001,2.8954875,1.7950000975000002,1.78250009675,0.008749999999999999,3.175,23.185986800000002,45.3779989,2.085
26/12,4.8779354150000005,7.3404874925,2.4067374999999998,1.972500025,1.967500025,0.0035000000000000005,3.0,24.606020949999998,48.824999274999996,2.3225
27/12,4.68236245825,6.991737492499999,2.2317375000000004,1.02500002,0.9075000175,0.08225000025,2.225,23.9793840325,46.088998925000006,2.274
28/12,4.444393711250001,6.832987525,1.8254875,1.05999997,0.9324999762499999,0.09099999750000001,1.975,21.38883351,42.32699945,2.4725
29/12,4.31517499975,6.880487550000001,1.8354875000000004,1.9600000299999998,1.91250002,0.036749999500000005,3.775,21.201973955,42.794999524999994,2.247
30/12,5.1280396105,7.4942375,2.8292374899999997,2.3225000225,2.2375000037499997,0.06300000025,4.275,22.883215817499998,44.75699899999999,2.03125
31/12,5.18579999025,7.286737499999999,2.8742374925,0.9500000125,0.9100000025,0.02800000025,2.575,22.506410449999997,43.3259993,2.077
